,target
35486,<=50K.
35487,>50K.
35488,<=50K.
35489,<=50K.
35490,<=50K.
35491,<=50K.
35492,<=50K.
35493,<=50K.
35494,<=50K.
35495,>50K.
35496,<=50K.
35497,<=50K.
35498,<=50K.
35499,<=50K.
35500,<=50K.
35501,<=50K.
35502,<=50K.
35503,>50K.
35504,>50K.
35505,<=50K.
35506,<=50K.
35507,<=50K.
35508,<=50K.
35509,>50K.
35510,<=50K.
35511,>50K.
35512,>50K.
35513,>50K.
35514,>50K.
35515,>50K.
35516,>50K.
35517,<=50K.
35518,<=50K.
35519,<=50K.
35520,>50K.
35521,<=50K.
35522,<=50K.
35523,>50K.
35524,<=50K.
35525,<=50K.
35526,<=50K.
35527,>50K.
35528,<=50K.
35529,<=50K.
35530,>50K.
35531,>50K.
35532,<=50K.
35533,<=50K.
35534,<=50K.
35535,<=50K.
35536,<=50K.
35537,<=50K.
35538,<=50K.
35539,<=50K.
35540,>50K.
35541,>50K.
35542,>50K.
35543,<=50K.
35544,<=50K.
35545,<=50K.
35546,<=50K.
35547,>50K.
35548,<=50K.
35549,<=50K.
35550,<=50K.
35551,<=50K.
35552,<=50K.
35553,<=50K.
35554,<=50K.
35555,>50K.
35556,<=50K.
35557,<=50K.
35558,>50K.
35559,<=50K.
35560,>50K.
35561,<=50K.
35562,>50K.
35563,>50K.
35564,<=50K.
35565,<=50K.
35566,<=50K.
35567,<=50K.
35568,<=50K.
35569,>50K.
35570,<=50K.
35571,<=50K.
35572,<=50K.
35573,<=50K.
35574,>50K.
35575,>50K.
35576,<=50K.
35577,<=50K.
35578,>50K.
35579,<=50K.
35580,<=50K.
35581,<=50K.
35582,>50K.
35583,>50K.
35584,<=50K.
35585,<=50K.
35586,<=50K.
35587,<=50K.
35588,<=50K.
35589,>50K.
35590,>50K.
35591,<=50K.
35592,<=50K.
35593,>50K.
35594,<=50K.
35595,<=50K.
35596,>50K.
35597,<=50K.
35598,<=50K.
35599,<=50K.
35600,<=50K.
35601,<=50K.
35602,<=50K.
35603,<=50K.
35604,<=50K.
35605,<=50K.
35606,<=50K.
35607,<=50K.
35608,<=50K.
35609,>50K.
35610,<=50K.
35611,>50K.
35612,<=50K.
35613,<=50K.
35614,<=50K.
35615,<=50K.
35616,<=50K.
35617,<=50K.
35618,<=50K.
35619,<=50K.
35620,<=50K.
35621,<=50K.
35622,>50K.
35623,<=50K.
35624,<=50K.
35625,<=50K.
35626,<=50K.
35627,>50K.
35628,<=50K.
35629,<=50K.
35630,<=50K.
35631,<=50K.
35632,<=50K.
35633,<=50K.
35634,<=50K.
35635,<=50K.
35636,>50K.
35637,>50K.
35638,<=50K.
35639,<=50K.
35640,<=50K.
35641,>50K.
35642,<=50K.
35643,<=50K.
35644,<=50K.
35645,<=50K.
35646,>50K.
35647,<=50K.
35648,<=50K.
35649,<=50K.
35650,<=50K.
35651,>50K.
35652,<=50K.
35653,>50K.
35654,>50K.
35655,<=50K.
35656,<=50K.
35657,<=50K.
35658,<=50K.
35659,<=50K.
35660,<=50K.
35661,<=50K.
35662,<=50K.
35663,<=50K.
35664,<=50K.
35665,<=50K.
35666,<=50K.
35667,<=50K.
35668,>50K.
35669,<=50K.
35670,<=50K.
35671,>50K.
35672,>50K.
35673,<=50K.
35674,>50K.
35675,<=50K.
35676,<=50K.
35677,<=50K.
35678,<=50K.
35679,>50K.
35680,<=50K.
35681,<=50K.
35682,<=50K.
35683,<=50K.
35684,<=50K.
35685,<=50K.
35686,<=50K.
35687,<=50K.
35688,<=50K.
35689,<=50K.
35690,<=50K.
35691,<=50K.
35692,<=50K.
35693,<=50K.
35694,<=50K.
35695,<=50K.
35696,<=50K.
35697,<=50K.
35698,>50K.
35699,<=50K.
35700,<=50K.
35701,<=50K.
35702,<=50K.
35703,<=50K.
35704,<=50K.
35705,>50K.
35706,<=50K.
35707,<=50K.
35708,<=50K.
35709,>50K.
35710,>50K.
35711,>50K.
35712,<=50K.
35713,<=50K.
35714,<=50K.
35715,<=50K.
35716,>50K.
35717,<=50K.
35718,<=50K.
35719,<=50K.
35720,>50K.
35721,<=50K.
35722,<=50K.
35723,<=50K.
35724,<=50K.
35725,>50K.
35726,<=50K.
35727,<=50K.
35728,<=50K.
35729,<=50K.
35730,>50K.
35731,>50K.
35732,<=50K.
35733,>50K.
35734,<=50K.
35735,<=50K.
35736,<=50K.
35737,<=50K.
35738,<=50K.
35739,<=50K.
35740,<=50K.
35741,>50K.
35742,>50K.
35743,<=50K.
35744,>50K.
35745,>50K.
35746,<=50K.
35747,<=50K.
35748,<=50K.
35749,<=50K.
35750,>50K.
35751,>50K.
35752,>50K.
35753,<=50K.
35754,>50K.
35755,<=50K.
35756,<=50K.
35757,<=50K.
35758,<=50K.
35759,<=50K.
35760,<=50K.
35761,<=50K.
35762,<=50K.
35763,<=50K.
35764,>50K.
35765,<=50K.
35766,<=50K.
35767,<=50K.
35768,>50K.
35769,<=50K.
35770,<=50K.
35771,<=50K.
35772,<=50K.
35773,<=50K.
35774,<=50K.
35775,<=50K.
35776,<=50K.
35777,<=50K.
35778,<=50K.
35779,<=50K.
35780,>50K.
35781,>50K.
35782,>50K.
35783,<=50K.
35784,<=50K.
35785,<=50K.
35786,>50K.
35787,<=50K.
35788,>50K.
35789,<=50K.
35790,<=50K.
35791,<=50K.
35792,>50K.
35793,<=50K.
35794,>50K.
35795,>50K.
35796,<=50K.
35797,<=50K.
35798,<=50K.
35799,<=50K.
35800,<=50K.
35801,<=50K.
35802,>50K.
35803,<=50K.
35804,<=50K.
35805,<=50K.
35806,<=50K.
35807,<=50K.
35808,<=50K.
35809,<=50K.
35810,<=50K.
35811,<=50K.
35812,<=50K.
35813,<=50K.
35814,<=50K.
35815,<=50K.
35816,>50K.
35817,>50K.
35818,<=50K.
35819,>50K.
35820,>50K.
35821,<=50K.
35822,<=50K.
35823,<=50K.
35824,<=50K.
35825,<=50K.
35826,>50K.
35827,>50K.
35828,>50K.
35829,<=50K.
35830,<=50K.
35831,<=50K.
35832,>50K.
35833,<=50K.
35834,>50K.
35835,<=50K.
35836,>50K.
35837,>50K.
35838,<=50K.
35839,<=50K.
35840,<=50K.
35841,<=50K.
35842,>50K.
35843,<=50K.
35844,<=50K.
35845,<=50K.
35846,<=50K.
35847,<=50K.
35848,>50K.
35849,<=50K.
35850,<=50K.
35851,>50K.
35852,>50K.
35853,>50K.
35854,<=50K.
35855,>50K.
35856,<=50K.
35857,<=50K.
35858,<=50K.
35859,<=50K.
35860,>50K.
35861,<=50K.
35862,<=50K.
35863,<=50K.
35864,>50K.
35865,<=50K.
35866,<=50K.
35867,<=50K.
35868,>50K.
35869,<=50K.
35870,>50K.
35871,<=50K.
35872,<=50K.
35873,<=50K.
35874,<=50K.
35875,<=50K.
35876,<=50K.
35877,<=50K.
35878,<=50K.
35879,<=50K.
35880,>50K.
35881,<=50K.
35882,>50K.
35883,<=50K.
35884,<=50K.
35885,<=50K.
35886,<=50K.
35887,<=50K.
35888,<=50K.
35889,>50K.
35890,<=50K.
35891,>50K.
35892,>50K.
35893,<=50K.
35894,<=50K.
35895,<=50K.
35896,<=50K.
35897,<=50K.
35898,<=50K.
35899,<=50K.
35900,<=50K.
35901,>50K.
35902,<=50K.
35903,<=50K.
35904,>50K.
35905,<=50K.
35906,<=50K.
35907,<=50K.
35908,<=50K.
35909,<=50K.
35910,>50K.
35911,<=50K.
35912,<=50K.
35913,<=50K.
35914,<=50K.
35915,<=50K.
35916,<=50K.
35917,<=50K.
35918,<=50K.
35919,>50K.
35920,>50K.
35921,<=50K.
35922,>50K.
35923,<=50K.
35924,>50K.
35925,>50K.
35926,>50K.
35927,>50K.
35928,<=50K.
35929,<=50K.
35930,<=50K.
35931,<=50K.
35932,<=50K.
35933,<=50K.
35934,<=50K.
35935,<=50K.
35936,<=50K.
35937,<=50K.
35938,<=50K.
35939,<=50K.
35940,<=50K.
35941,<=50K.
35942,<=50K.
35943,<=50K.
35944,<=50K.
35945,<=50K.
35946,<=50K.
35947,<=50K.
35948,<=50K.
35949,<=50K.
35950,<=50K.
35951,<=50K.
35952,<=50K.
35953,<=50K.
35954,<=50K.
35955,>50K.
35956,<=50K.
35957,<=50K.
35958,<=50K.
35959,<=50K.
35960,<=50K.
35961,<=50K.
35962,<=50K.
35963,>50K.
35964,<=50K.
35965,<=50K.
35966,<=50K.
35967,<=50K.
35968,<=50K.
35969,<=50K.
35970,>50K.
35971,>50K.
35972,<=50K.
35973,<=50K.
35974,<=50K.
35975,<=50K.
35976,<=50K.
35977,<=50K.
35978,<=50K.
35979,<=50K.
35980,>50K.
35981,<=50K.
35982,<=50K.
35983,<=50K.
35984,<=50K.
35985,<=50K.
35986,<=50K.
35987,>50K.
35988,>50K.
35989,<=50K.
35990,<=50K.
35991,<=50K.
35992,<=50K.
35993,>50K.
35994,<=50K.
35995,<=50K.
35996,<=50K.
35997,>50K.
35998,<=50K.
35999,>50K.
36000,<=50K.
36001,>50K.
36002,>50K.
36003,>50K.
36004,<=50K.
36005,<=50K.
36006,<=50K.
36007,>50K.
36008,<=50K.
36009,>50K.
36010,<=50K.
36011,>50K.
36012,>50K.
36013,<=50K.
36014,<=50K.
36015,>50K.
36016,<=50K.
36017,>50K.
36018,<=50K.
36019,<=50K.
36020,<=50K.
36021,>50K.
36022,>50K.
36023,>50K.
36024,>50K.
36025,<=50K.
36026,<=50K.
36027,<=50K.
36028,>50K.
36029,<=50K.
36030,>50K.
36031,<=50K.
36032,<=50K.
36033,<=50K.
36034,>50K.
36035,<=50K.
36036,<=50K.
36037,<=50K.
36038,<=50K.
36039,<=50K.
36040,<=50K.
36041,<=50K.
36042,<=50K.
36043,<=50K.
36044,<=50K.
36045,<=50K.
36046,<=50K.
36047,<=50K.
36048,<=50K.
36049,<=50K.
36050,<=50K.
36051,<=50K.
36052,<=50K.
36053,>50K.
36054,<=50K.
36055,<=50K.
36056,<=50K.
36057,<=50K.
36058,<=50K.
36059,<=50K.
36060,>50K.
36061,<=50K.
36062,>50K.
36063,<=50K.
36064,<=50K.
36065,<=50K.
36066,>50K.
36067,<=50K.
36068,<=50K.
36069,>50K.
36070,<=50K.
36071,<=50K.
36072,<=50K.
36073,<=50K.
36074,<=50K.
36075,<=50K.
36076,<=50K.
36077,>50K.
36078,<=50K.
36079,<=50K.
36080,<=50K.
36081,<=50K.
36082,<=50K.
36083,<=50K.
36084,<=50K.
36085,<=50K.
36086,<=50K.
36087,<=50K.
36088,<=50K.
36089,<=50K.
36090,>50K.
36091,>50K.
36092,<=50K.
36093,<=50K.
36094,<=50K.
36095,<=50K.
36096,<=50K.
36097,<=50K.
36098,<=50K.
36099,<=50K.
36100,>50K.
36101,<=50K.
36102,<=50K.
36103,<=50K.
36104,<=50K.
36105,<=50K.
36106,<=50K.
36107,<=50K.
36108,>50K.
36109,<=50K.
36110,<=50K.
36111,>50K.
36112,<=50K.
36113,<=50K.
36114,<=50K.
36115,<=50K.
36116,<=50K.
36117,<=50K.
36118,<=50K.
36119,>50K.
36120,<=50K.
36121,<=50K.
36122,<=50K.
36123,<=50K.
36124,<=50K.
36125,<=50K.
36126,<=50K.
36127,>50K.
36128,>50K.
36129,<=50K.
36130,>50K.
36131,<=50K.
36132,>50K.
36133,>50K.
36134,<=50K.
36135,>50K.
36136,<=50K.
36137,<=50K.
36138,<=50K.
36139,>50K.
36140,<=50K.
36141,<=50K.
36142,>50K.
36143,>50K.
36144,>50K.
36145,<=50K.
36146,<=50K.
36147,>50K.
36148,<=50K.
36149,<=50K.
36150,<=50K.
36151,<=50K.
36152,<=50K.
36153,<=50K.
36154,<=50K.
36155,<=50K.
36156,>50K.
36157,<=50K.
36158,<=50K.
36159,<=50K.
36160,<=50K.
36161,<=50K.
36162,<=50K.
36163,<=50K.
36164,<=50K.
36165,>50K.
36166,<=50K.
36167,>50K.
36168,<=50K.
36169,<=50K.
36170,<=50K.
36171,>50K.
36172,<=50K.
36173,>50K.
36174,<=50K.
36175,<=50K.
36176,<=50K.
36177,>50K.
36178,>50K.
36179,<=50K.
36180,<=50K.
36181,<=50K.
36182,<=50K.
36183,<=50K.
36184,>50K.
36185,<=50K.
36186,<=50K.
36187,<=50K.
36188,<=50K.
36189,<=50K.
36190,>50K.
36191,<=50K.
36192,>50K.
36193,<=50K.
36194,<=50K.
36195,>50K.
36196,<=50K.
36197,<=50K.
36198,>50K.
36199,<=50K.
36200,>50K.
36201,<=50K.
36202,>50K.
36203,>50K.
36204,>50K.
36205,<=50K.
36206,>50K.
36207,<=50K.
36208,<=50K.
36209,<=50K.
36210,<=50K.
36211,<=50K.
36212,<=50K.
36213,<=50K.
36214,<=50K.
36215,<=50K.
36216,<=50K.
36217,<=50K.
36218,<=50K.
36219,<=50K.
36220,<=50K.
36221,<=50K.
36222,<=50K.
36223,<=50K.
36224,>50K.
36225,>50K.
36226,<=50K.
36227,<=50K.
36228,<=50K.
36229,<=50K.
36230,<=50K.
36231,<=50K.
36232,>50K.
36233,<=50K.
36234,<=50K.
36235,<=50K.
36236,<=50K.
36237,<=50K.
36238,<=50K.
36239,>50K.
36240,<=50K.
36241,>50K.
36242,<=50K.
36243,<=50K.
36244,>50K.
36245,>50K.
36246,>50K.
36247,>50K.
36248,<=50K.
36249,>50K.
36250,<=50K.
36251,<=50K.
36252,<=50K.
36253,<=50K.
36254,<=50K.
36255,<=50K.
36256,<=50K.
36257,<=50K.
36258,>50K.
36259,<=50K.
36260,>50K.
36261,>50K.
36262,<=50K.
36263,<=50K.
36264,<=50K.
36265,<=50K.
36266,<=50K.
36267,<=50K.
36268,>50K.
36269,<=50K.
36270,>50K.
36271,<=50K.
36272,<=50K.
36273,<=50K.
36274,<=50K.
36275,<=50K.
36276,<=50K.
36277,>50K.
36278,<=50K.
36279,<=50K.
36280,<=50K.
36281,>50K.
36282,<=50K.
36283,<=50K.
36284,<=50K.
36285,<=50K.
36286,>50K.
36287,>50K.
36288,>50K.
36289,<=50K.
36290,<=50K.
36291,<=50K.
36292,<=50K.
36293,>50K.
36294,<=50K.
36295,>50K.
36296,<=50K.
36297,<=50K.
36298,<=50K.
36299,<=50K.
36300,<=50K.
36301,<=50K.
36302,<=50K.
36303,>50K.
36304,<=50K.
36305,>50K.
36306,<=50K.
36307,<=50K.
36308,>50K.
36309,<=50K.
36310,<=50K.
36311,<=50K.
36312,>50K.
36313,>50K.
36314,<=50K.
36315,>50K.
36316,<=50K.
36317,<=50K.
36318,<=50K.
36319,<=50K.
36320,<=50K.
36321,<=50K.
36322,<=50K.
36323,<=50K.
36324,<=50K.
36325,<=50K.
36326,>50K.
36327,<=50K.
36328,>50K.
36329,<=50K.
36330,<=50K.
36331,<=50K.
36332,<=50K.
36333,<=50K.
36334,<=50K.
36335,>50K.
36336,>50K.
36337,<=50K.
36338,<=50K.
36339,<=50K.
36340,<=50K.
36341,<=50K.
36342,>50K.
36343,<=50K.
36344,<=50K.
36345,>50K.
36346,>50K.
36347,<=50K.
36348,<=50K.
36349,<=50K.
36350,<=50K.
36351,<=50K.
36352,<=50K.
36353,<=50K.
36354,>50K.
36355,<=50K.
36356,<=50K.
36357,<=50K.
36358,<=50K.
36359,<=50K.
36360,<=50K.
36361,<=50K.
36362,<=50K.
36363,>50K.
36364,<=50K.
36365,<=50K.
36366,<=50K.
36367,<=50K.
36368,<=50K.
36369,<=50K.
36370,<=50K.
36371,>50K.
36372,<=50K.
36373,<=50K.
36374,<=50K.
36375,<=50K.
36376,<=50K.
36377,<=50K.
36378,<=50K.
36379,<=50K.
36380,<=50K.
36381,<=50K.
36382,>50K.
36383,<=50K.
36384,<=50K.
36385,<=50K.
36386,<=50K.
36387,<=50K.
36388,<=50K.
36389,<=50K.
36390,<=50K.
36391,>50K.
36392,<=50K.
36393,<=50K.
36394,<=50K.
36395,<=50K.
36396,>50K.
36397,<=50K.
36398,<=50K.
36399,<=50K.
36400,<=50K.
36401,<=50K.
36402,<=50K.
36403,<=50K.
36404,<=50K.
36405,<=50K.
36406,>50K.
36407,<=50K.
36408,<=50K.
36409,>50K.
36410,>50K.
36411,<=50K.
36412,<=50K.
36413,<=50K.
36414,<=50K.
36415,<=50K.
36416,<=50K.
36417,<=50K.
36418,<=50K.
36419,<=50K.
36420,<=50K.
36421,>50K.
36422,>50K.
36423,<=50K.
36424,>50K.
36425,<=50K.
36426,<=50K.
36427,>50K.
36428,<=50K.
36429,<=50K.
36430,<=50K.
36431,<=50K.
36432,<=50K.
36433,>50K.
36434,<=50K.
36435,<=50K.
36436,<=50K.
36437,<=50K.
36438,>50K.
36439,<=50K.
36440,>50K.
36441,>50K.
36442,>50K.
36443,<=50K.
36444,<=50K.
36445,<=50K.
36446,<=50K.
36447,<=50K.
36448,<=50K.
36449,<=50K.
36450,>50K.
36451,<=50K.
36452,<=50K.
36453,<=50K.
36454,<=50K.
36455,>50K.
36456,<=50K.
36457,>50K.
36458,<=50K.
36459,<=50K.
36460,<=50K.
36461,<=50K.
36462,<=50K.
36463,>50K.
36464,<=50K.
36465,<=50K.
36466,>50K.
36467,<=50K.
36468,<=50K.
36469,<=50K.
36470,<=50K.
36471,<=50K.
36472,<=50K.
36473,<=50K.
36474,<=50K.
36475,>50K.
36476,<=50K.
36477,>50K.
36478,<=50K.
36479,<=50K.
36480,>50K.
36481,<=50K.
36482,<=50K.
36483,<=50K.
36484,<=50K.
36485,<=50K.
36486,<=50K.
36487,<=50K.
36488,<=50K.
36489,<=50K.
36490,<=50K.
36491,<=50K.
36492,>50K.
36493,<=50K.
36494,<=50K.
36495,<=50K.
36496,<=50K.
36497,>50K.
36498,<=50K.
36499,<=50K.
36500,>50K.
36501,<=50K.
36502,<=50K.
36503,>50K.
36504,<=50K.
36505,<=50K.
36506,>50K.
36507,<=50K.
36508,<=50K.
36509,<=50K.
36510,<=50K.
36511,>50K.
36512,<=50K.
36513,<=50K.
36514,<=50K.
36515,<=50K.
36516,<=50K.
36517,>50K.
36518,<=50K.
36519,<=50K.
36520,>50K.
36521,<=50K.
36522,<=50K.
36523,<=50K.
36524,<=50K.
36525,<=50K.
36526,>50K.
36527,<=50K.
36528,<=50K.
36529,<=50K.
36530,<=50K.
36531,<=50K.
36532,<=50K.
36533,<=50K.
36534,<=50K.
36535,>50K.
36536,<=50K.
36537,>50K.
36538,<=50K.
36539,>50K.
36540,<=50K.
36541,<=50K.
36542,<=50K.
36543,>50K.
36544,<=50K.
36545,>50K.
36546,<=50K.
36547,<=50K.
36548,<=50K.
36549,>50K.
36550,>50K.
36551,<=50K.
36552,<=50K.
36553,<=50K.
36554,<=50K.
36555,<=50K.
36556,<=50K.
36557,<=50K.
36558,>50K.
36559,>50K.
36560,<=50K.
36561,<=50K.
36562,<=50K.
36563,<=50K.
36564,<=50K.
36565,<=50K.
36566,<=50K.
36567,>50K.
36568,<=50K.
36569,<=50K.
36570,>50K.
36571,<=50K.
36572,<=50K.
36573,<=50K.
36574,<=50K.
36575,<=50K.
36576,>50K.
36577,<=50K.
36578,<=50K.
36579,>50K.
36580,<=50K.
36581,<=50K.
36582,<=50K.
36583,<=50K.
36584,<=50K.
36585,>50K.
36586,>50K.
36587,<=50K.
36588,<=50K.
36589,<=50K.
36590,<=50K.
36591,<=50K.
36592,<=50K.
36593,<=50K.
36594,>50K.
36595,>50K.
36596,<=50K.
36597,>50K.
36598,<=50K.
36599,<=50K.
36600,<=50K.
36601,<=50K.
36602,>50K.
36603,>50K.
36604,<=50K.
36605,>50K.
36606,<=50K.
36607,<=50K.
36608,<=50K.
36609,<=50K.
36610,<=50K.
36611,>50K.
36612,<=50K.
36613,<=50K.
36614,<=50K.
36615,<=50K.
36616,>50K.
36617,<=50K.
36618,<=50K.
36619,>50K.
36620,<=50K.
36621,<=50K.
36622,<=50K.
36623,<=50K.
36624,<=50K.
36625,<=50K.
36626,<=50K.
36627,<=50K.
36628,>50K.
36629,<=50K.
36630,<=50K.
36631,<=50K.
36632,<=50K.
36633,>50K.
36634,<=50K.
36635,<=50K.
36636,>50K.
36637,<=50K.
36638,>50K.
36639,<=50K.
36640,<=50K.
36641,<=50K.
36642,<=50K.
36643,<=50K.
36644,<=50K.
36645,<=50K.
36646,<=50K.
36647,<=50K.
36648,<=50K.
36649,<=50K.
36650,<=50K.
36651,>50K.
36652,>50K.
36653,<=50K.
36654,<=50K.
36655,>50K.
36656,<=50K.
36657,>50K.
36658,<=50K.
36659,<=50K.
36660,<=50K.
36661,<=50K.
36662,>50K.
36663,<=50K.
36664,<=50K.
36665,<=50K.
36666,<=50K.
36667,>50K.
36668,<=50K.
36669,<=50K.
36670,<=50K.
36671,<=50K.
36672,<=50K.
36673,<=50K.
36674,>50K.
36675,<=50K.
36676,<=50K.
36677,<=50K.
36678,<=50K.
36679,<=50K.
36680,<=50K.
36681,<=50K.
36682,<=50K.
36683,<=50K.
36684,<=50K.
36685,<=50K.
36686,<=50K.
36687,>50K.
36688,>50K.
36689,<=50K.
36690,>50K.
36691,<=50K.
36692,<=50K.
36693,<=50K.
36694,<=50K.
36695,<=50K.
36696,<=50K.
36697,>50K.
36698,>50K.
36699,<=50K.
36700,<=50K.
36701,<=50K.
36702,<=50K.
36703,>50K.
36704,<=50K.
36705,<=50K.
36706,<=50K.
36707,<=50K.
36708,<=50K.
36709,<=50K.
36710,<=50K.
36711,>50K.
36712,>50K.
36713,<=50K.
36714,>50K.
36715,>50K.
36716,<=50K.
36717,<=50K.
36718,<=50K.
36719,<=50K.
36720,>50K.
36721,<=50K.
36722,<=50K.
36723,<=50K.
36724,<=50K.
36725,<=50K.
36726,<=50K.
36727,>50K.
36728,<=50K.
36729,<=50K.
36730,<=50K.
36731,<=50K.
36732,<=50K.
36733,<=50K.
36734,>50K.
36735,<=50K.
36736,<=50K.
36737,<=50K.
36738,<=50K.
36739,>50K.
36740,>50K.
36741,>50K.
36742,<=50K.
36743,<=50K.
36744,<=50K.
36745,<=50K.
36746,<=50K.
36747,>50K.
36748,<=50K.
36749,<=50K.
36750,>50K.
36751,<=50K.
36752,<=50K.
36753,<=50K.
36754,>50K.
36755,<=50K.
36756,<=50K.
36757,<=50K.
36758,<=50K.
36759,<=50K.
36760,<=50K.
36761,<=50K.
36762,<=50K.
36763,<=50K.
36764,<=50K.
36765,<=50K.
36766,>50K.
36767,<=50K.
36768,>50K.
36769,<=50K.
36770,<=50K.
36771,<=50K.
36772,<=50K.
36773,<=50K.
36774,<=50K.
36775,<=50K.
36776,<=50K.
36777,<=50K.
36778,>50K.
36779,<=50K.
36780,>50K.
36781,<=50K.
36782,>50K.
36783,<=50K.
36784,<=50K.
36785,<=50K.
36786,<=50K.
36787,<=50K.
36788,>50K.
36789,<=50K.
36790,<=50K.
36791,<=50K.
36792,>50K.
36793,>50K.
36794,<=50K.
36795,<=50K.
36796,<=50K.
36797,<=50K.
36798,<=50K.
36799,<=50K.
36800,<=50K.
36801,<=50K.
36802,<=50K.
36803,>50K.
36804,<=50K.
36805,>50K.
36806,<=50K.
36807,<=50K.
36808,<=50K.
36809,<=50K.
36810,<=50K.
36811,<=50K.
36812,<=50K.
36813,<=50K.
36814,<=50K.
36815,<=50K.
36816,<=50K.
36817,<=50K.
36818,<=50K.
36819,<=50K.
36820,<=50K.
36821,<=50K.
36822,<=50K.
36823,<=50K.
36824,<=50K.
36825,<=50K.
36826,<=50K.
36827,<=50K.
36828,>50K.
36829,<=50K.
36830,<=50K.
36831,<=50K.
36832,<=50K.
36833,<=50K.
36834,>50K.
36835,>50K.
36836,<=50K.
36837,<=50K.
36838,<=50K.
36839,<=50K.
36840,<=50K.
36841,>50K.
36842,<=50K.
36843,<=50K.
36844,>50K.
36845,<=50K.
36846,<=50K.
36847,<=50K.
36848,<=50K.
36849,>50K.
36850,<=50K.
36851,<=50K.
36852,<=50K.
36853,<=50K.
36854,<=50K.
36855,<=50K.
36856,<=50K.
36857,<=50K.
36858,<=50K.
36859,<=50K.
36860,>50K.
36861,<=50K.
36862,<=50K.
36863,<=50K.
36864,<=50K.
36865,<=50K.
36866,<=50K.
36867,<=50K.
36868,>50K.
36869,<=50K.
36870,<=50K.
36871,>50K.
36872,<=50K.
36873,<=50K.
36874,<=50K.
36875,>50K.
36876,<=50K.
36877,<=50K.
36878,<=50K.
36879,<=50K.
36880,<=50K.
36881,<=50K.
36882,<=50K.
36883,<=50K.
36884,<=50K.
36885,>50K.
36886,<=50K.
36887,<=50K.
36888,<=50K.
36889,<=50K.
36890,<=50K.
36891,>50K.
36892,<=50K.
36893,<=50K.
36894,<=50K.
36895,<=50K.
36896,<=50K.
36897,<=50K.
36898,<=50K.
36899,<=50K.
36900,<=50K.
36901,<=50K.
36902,<=50K.
36903,<=50K.
36904,<=50K.
36905,<=50K.
36906,>50K.
36907,<=50K.
36908,>50K.
36909,<=50K.
36910,<=50K.
36911,>50K.
36912,<=50K.
36913,>50K.
36914,<=50K.
36915,<=50K.
36916,<=50K.
36917,<=50K.
36918,<=50K.
36919,<=50K.
36920,<=50K.
36921,>50K.
36922,<=50K.
36923,>50K.
36924,<=50K.
36925,<=50K.
36926,<=50K.
36927,<=50K.
36928,>50K.
36929,>50K.
36930,<=50K.
36931,>50K.
36932,>50K.
36933,<=50K.
36934,<=50K.
36935,<=50K.
36936,<=50K.
36937,<=50K.
36938,<=50K.
36939,<=50K.
36940,<=50K.
36941,>50K.
36942,<=50K.
36943,<=50K.
36944,>50K.
36945,<=50K.
36946,<=50K.
36947,<=50K.
36948,<=50K.
36949,<=50K.
36950,<=50K.
36951,>50K.
36952,<=50K.
36953,<=50K.
36954,<=50K.
36955,>50K.
36956,>50K.
36957,<=50K.
36958,>50K.
36959,<=50K.
36960,>50K.
36961,<=50K.
36962,<=50K.
36963,>50K.
36964,>50K.
36965,<=50K.
36966,<=50K.
36967,<=50K.
36968,<=50K.
36969,<=50K.
36970,>50K.
36971,<=50K.
36972,>50K.
36973,<=50K.
36974,>50K.
36975,<=50K.
36976,<=50K.
36977,<=50K.
36978,<=50K.
36979,<=50K.
36980,<=50K.
36981,>50K.
36982,<=50K.
36983,<=50K.
36984,<=50K.
36985,<=50K.
36986,<=50K.
36987,<=50K.
36988,>50K.
36989,<=50K.
36990,>50K.
36991,>50K.
36992,>50K.
36993,<=50K.
36994,>50K.
36995,<=50K.
36996,<=50K.
36997,<=50K.
36998,>50K.
36999,<=50K.
37000,<=50K.
37001,<=50K.
37002,>50K.
37003,<=50K.
37004,<=50K.
37005,<=50K.
37006,<=50K.
37007,<=50K.
37008,<=50K.
37009,>50K.
37010,<=50K.
37011,>50K.
37012,<=50K.
37013,<=50K.
37014,<=50K.
37015,<=50K.
37016,<=50K.
37017,<=50K.
37018,<=50K.
37019,>50K.
37020,<=50K.
37021,>50K.
37022,<=50K.
37023,<=50K.
37024,<=50K.
37025,<=50K.
37026,>50K.
37027,<=50K.
37028,>50K.
37029,<=50K.
37030,<=50K.
37031,<=50K.
37032,<=50K.
37033,>50K.
37034,>50K.
37035,<=50K.
37036,>50K.
37037,<=50K.
37038,<=50K.
37039,<=50K.
37040,<=50K.
37041,<=50K.
37042,>50K.
37043,<=50K.
37044,<=50K.
37045,<=50K.
37046,<=50K.
37047,<=50K.
37048,<=50K.
37049,<=50K.
37050,<=50K.
37051,<=50K.
37052,>50K.
37053,<=50K.
37054,<=50K.
37055,<=50K.
37056,>50K.
37057,<=50K.
37058,>50K.
37059,<=50K.
37060,<=50K.
37061,<=50K.
37062,>50K.
37063,<=50K.
37064,<=50K.
37065,<=50K.
37066,<=50K.
37067,<=50K.
37068,<=50K.
37069,<=50K.
37070,>50K.
37071,>50K.
37072,<=50K.
37073,>50K.
37074,<=50K.
37075,<=50K.
37076,<=50K.
37077,<=50K.
37078,<=50K.
37079,>50K.
37080,<=50K.
37081,<=50K.
37082,<=50K.
